index,Country_Code,Country_Name,Continent_Name,Years,GDP,Expenditures,PopTotal,Departure,Receipts,Arrivals,Jobs,Receipts_PCapita,Ratio GDP,AVG_Exp_Arrivals,Jobs_per_tourist,Cost_of_oneJob,GDP_N,Expenditures_N,PopTotal_N,Arrivals_N,Departure_N
WLD2011,WLD,,World,2011,10478.7374222174,1117835455589.2,7004011262.0,1190658941.6033,1230969387877.69,997555261.4794949,0.0,175.7520571898946,0.016772255101770057,1120.5749683795111,0.0,inf,-0.3104375428174492,6.595326024107272,6.2090379583426465,6.163002645152425,6.390892396062761
WLD2012,WLD,,World,2012,10594.7788808904,1184404350701.24,7086993625.0,1246496269.0193,1286529311038.97,1054602152.04061,0.0,181.5338603523818,0.01713427551374488,1123.081674363615,0.0,inf,-0.309705332563575,7.005815546460226,6.285588690753838,6.533136557993959,6.704437709371925
WLD2013,WLD,,World,2013,10770.7057791645,1264413521229.56,7170961674.0,1311315546.7365901,1380259380181.22,1106732071.67101,0.0,192.47897882172114,0.017870600382944638,1142.474817161911,0.0,inf,-0.308595251043387,7.499182998913044,6.363048712591113,6.871367983740882,7.06841968488671
WLD2014,WLD,,World,2014,10933.913918387,1411754496352.79,7255653881.0,1334402137.81317,1453293534872.74,1159450156.34245,0.0,200.29807908538794,0.01831897347834036,1217.6068877391403,0.0,inf,-0.30756542364875566,8.407744368296713,6.441176765842262,7.213415565388598,7.19805863372853
WLD2015,WLD,,World,2015,10223.959645166,1352434430414.05,7340548192.0,1397711354.88687,1402811742082.08,1206215744.4233902,0.0,191.1044932054143,0.018691827808198617,1121.221005998854,0.0,inf,-0.3120451656700883,8.041953926797634,6.519491258821853,7.516841921014236,7.55356111247079
WLD2016,WLD,,World,2016,10256.2406318694,1366098394553.76,7426103221.0,1475136054.1881402,1422150366233.78,1250467517.2553802,0.0,191.50694838339092,0.018672236276157363,1092.470116738558,0.0,inf,-0.311841475801487,8.126211207975537,6.598415260195623,7.803958040181713,7.988326756238482
WLD2017,WLD,,World,2017,10777.628631932801,1449151379459.18,7510990456.0,1566927066.23023,1525677407603.49,1341456973.64325,0.0,203.1259947061621,0.018847002586851482,1080.2816698052147,0.0,inf,-0.30855156851956334,8.63834799568146,6.676723225607633,8.39431946372129,8.503764062456247
ALB2012,ALB,Albania,Europe,2012,4247.61427862374,1374000000.0,2900401.0,3959000.0,1624000000.0,3156000.0,80.7902,559.9225762230809,0.13182048545248326,435.361216730038,0.0256,17006.298,-0.34975532036925144,-0.28920659219873557,-0.24944484120708132,-0.28889834292734173,-0.2728256257878823
ALB2007,ALB,Albania,Europe,2007,3595.0371632151396,1331000000.0,2970017.0,2979000.0,1479000000.0,1062000.0,63.5604,497.9769476066972,0.1385178859072886,1253.295668549906,0.05985,20940.613,-0.3538730181370145,-0.28947174680933063,-0.24938062086440999,-0.302484717326834,-0.2783286543399783
ALB2016,ALB,Albania,Europe,2016,4124.10890718622,1338000000.0,2876101.0,4852000.0,1820000000.0,4070000.0,89.8176,632.8011429362182,0.15343948406250096,328.74692874692875,0.02207,14895.647,-0.3505346271826027,-0.2894285821052803,-0.24946725781140955,-0.282968091637401,-0.2678111314031662
ALB2010,ALB,Albania,Europe,2010,4094.36211924475,1452000000.0,2913021.0,3443000.0,1778000000.0,2191000.0,62.3053,610.3629187705822,0.1490739951656182,662.7110908261068,0.02844,23302.078,-0.35072232650489354,-0.2887256140678887,-0.24943319933273472,-0.29515949445337325,-0.27572313878061855
ALB2009,ALB,Albania,Europe,2009,4114.14015001395,1691000000.0,2927519.0,3404000.0,2012000000.0,1711000.0,70.404,687.2713721072348,0.16705103546482356,988.3109292811222,0.04115,24017.277,-0.35059752906528663,-0.2872518477438835,-0.24941982501464624,-0.29827384961658066,-0.27594213685565094
ALB2001,ALB,Albania,Europe,2001,1281.65939343074,269000000.0,3060173.0,955000.0,451000000.0,354000.0,45.9948,147.37728880033907,0.11498943444392057,759.8870056497175,0.12993,5848.434,-0.3684702055861475,-0.29602044905239955,-0.24929745249487026,-0.3070783911925649,-0.2896940929006337
ALB2011,ALB,Albania,Europe,2011,4437.17806741261,1676000000.0,2905195.0,4120000.0,1832000000.0,2469000.0,61.4787,630.5945039833815,0.14211611398122034,678.8173349534225,0.0249,27261.74,-0.34855919140377906,-0.28734434353827715,-0.24944041877082004,-0.2933557637546823,-0.27192155681146646
ALB2015,ALB,Albania,Europe,2015,3952.8294583257793,1310000000.0,2880703.0,4504000.0,1613000000.0,3784000.0,79.1899,559.9327664115322,0.14165366158971393,346.19450317124733,0.02093,16540.588,-0.35161538375157114,-0.2896012409214817,-0.24946301249399727,-0.2848237282554787,-0.269765268072686
ALB2008,ALB,Albania,Europe,2008,4370.540086547489,1644000000.0,2947314.0,3716000.0,1849000000.0,1247000.0,64.5755,627.3508692999795,0.1435408111759377,1318.364073777065,0.05178,25460.874,-0.34897967054498336,-0.28754166789965024,-0.24940156424581178,-0.3012843929410145,-0.2741901522553918
ALB2004,ALB,Albania,Europe,2004,2373.57984371994,669000000.0,3026939.0,1694000.0,756000000.0,645000.0,44.5468,249.75726303040796,0.10522387257846842,1037.2093023255813,0.06906,15018.959,-0.361580294348737,-0.2935538945352361,-0.24932811066064164,-0.3051903133748704,-0.28554436014553275
ALB2003,ALB,Albania,Europe,2003,1846.11881331912,507000000.0,3039616.0,1350000.0,537000000.0,557000.0,46.0696,176.66705268033857,0.095696469482758,910.2333931777379,0.08271,11005.119,-0.36490852185806905,-0.2945528491146873,-0.24931641620413675,-0.3057612784881251,-0.28747603547402356
ALB2000,ALB,Albania,Europe,2000,1126.68331762741,290000000.0,3089027.0,955000.0,398000000.0,317000.0,52.4846,128.84315999827777,0.11435614425320331,914.8264984227129,0.16557,5525.316,-0.3694480894658059,-0.2958909549402485,-0.24927083485284202,-0.3073184560697288,-0.2896940929006337
ALB2002,ALB,Albania,Europe,2002,1425.1248488836802,386000000.0,3051010.0,1303000.0,492000000.0,470000.0,51.5169,161.25807519477158,0.11315364778116614,821.2765957446809,0.10961,7492.716,-0.3675649525950128,-0.29529898185612924,-0.24930590530744062,-0.30632575536145645,-0.2877399562311139
ALB2014,ALB,Albania,Europe,2014,4578.666720313329,1689000000.0,2889104.0,4146000.0,1848000000.0,3341000.0,76.0554,639.644678765458,0.13970107846628452,505.5372642921281,0.02276,22211.655,-0.34766641184339214,-0.28726418051646935,-0.24945526262185894,-0.2876980185415222,-0.2717755580947782
ALB2013,ALB,Albania,Europe,2013,4413.0817427964,1567000000.0,2895092.0,3928000.0,1670000000.0,2857000.0,73.5743,576.8383180914458,0.1307109978266402,548.4774238711935,0.02575,21300.094,-0.3487112368551758,-0.2880164796442042,-0.24944973872775533,-0.290838326664423,-0.2729997011808567
ALB2005,ALB,Albania,Europe,2005,2673.78728253113,808000000.0,3011487.0,2097000.0,880000000.0,748000.0,51.1946,292.21444422639047,0.1092885908073311,1080.2139037433155,0.06844,15783.371,-0.3596860147740009,-0.2926967668405218,-0.24934236503801116,-0.3045220246627655,-0.2832813800368647
ALB2017,ALB,Albania,Europe,2017,4532.89016212124,1472000000.0,2873457.0,5186000.0,2049000000.0,4643000.0,0.0,713.0783582284336,0.15731207523782947,317.0363988800345,0.0,inf,-0.3479552574480459,-0.2886022863420305,-0.2494696968855595,-0.27925033016132217,-0.26593560942724775
ALB2006,ALB,Albania,Europe,2006,2972.7432646217603,989000000.0,2992547.0,2616000.0,1057000000.0,937000.0,56.0481,353.21082676395724,0.11881645851072119,1055.496264674493,0.05982,17644.538,-0.35779963176876295,-0.29158065092150537,-0.2493598370744711,-0.3032957473172526,-0.2803670210383567
ARM2007,ARM,Armenia,Europe,2007,3139.27749894333,430000000.0,2932618.0,468000.0,522000000.0,511000.0,22.1808,177.9979526825519,0.05670029258084556,841.4872798434442,0.04341,19384.641,-0.3567488170393916,-0.29502766085924126,-0.24941512121771334,-0.30605973752459914,-0.29242876117091
ARM2001,ARM,Armenia,Europe,2001,694.42322774468,59000000.0,3050687.0,110000.0,81000000.0,123000.0,16.546,26.551396455945824,0.03823517905957493,479.6747967479675,0.13452,3565.825,-0.3721756083523496,-0.29731539017391034,-0.24930620327300432,-0.30857717461485845,-0.29443905119300223
ARM2011,ARM,Armenia,Europe,2011,3525.8047467115293,756000000.0,2876538.0,715000.0,762000000.0,758000.0,30.735,264.90176733281464,0.07513228507048922,997.3614775725594,0.04055,24595.844,-0.3543098679133283,-0.29301741892775307,-0.24946685468152924,-0.30445714226353204,-0.2910417733623715
ARM2014,ARM,Armenia,Europe,2014,3986.2316237671293,1101000000.0,2912403.0,1198000.0,994000000.0,1204000.0,35.9707,341.2989205134042,0.0856194402950586,914.4518272425249,0.02988,30604.144,-0.3514046193547991,-0.2908900156566996,-0.24943376943403,-0.3015633872577185,-0.2883295664331242
ARM2015,ARM,Armenia,Europe,2015,3607.29669672271,1057000000.0,2925553.0,1187000.0,956000000.0,1192000.0,36.4141,326.77582665567843,0.09058745485298168,886.744966442953,0.03055,29026.022,-0.3537956616797223,-0.29116133665358757,-0.2494216386378606,-0.30164124613679866,-0.28839133512095383
ARM2005,ARM,Armenia,Europe,2005,1643.7530293610998,255000000.0,2981269.0,269000.0,243000000.0,319000.0,19.301,81.50891449245272,0.04958708092792621,799.3730407523511,0.0605,13212.778,-0.36618543016085836,-0.29610677846050026,-0.2493702409618626,-0.30730547958988214,-0.2935462128871009
ARM2017,ARM,Armenia,Europe,2017,3914.5012684128,1325000000.0,2944809.0,1482000.0,1140000000.0,1495000.0,0.0,387.1218812493442,0.09889430471593876,886.2876254180602,0.0,inf,-0.3518572308809303,-0.2895087451270881,-0.249403875093295,-0.299675309440024,-0.2867348112200678
ARM2013,ARM,Armenia,Europe,2013,3838.1858014838203,1007000000.0,2897584.0,1083000.0,905000000.0,1084000.0,34.5973,312.3291680241194,0.08137416586330311,928.9667896678967,0.03192,29102.97,-0.35233877401261443,-0.291469655968233,-0.2494474398726942,-0.3023419760485203,-0.28897532998770686
ARM2006,ARM,Armenia,Europe,2006,2158.1436971017897,300000000.0,2958307.0,329000.0,406000000.0,382000.0,23.3667,137.24065825487347,0.06359199271076177,785.3403141361257,0.06117,12838.652,-0.36293967536146154,-0.29582929107731937,-0.24939142326921176,-0.30689672047471117,-0.29320929277166646
ARM2010,ARM,Armenia,Europe,2010,3218.37270660563,641000000.0,2877319.0,563000.0,694000000.0,684000.0,28.9347,241.19675294953393,0.07494369824056847,937.1345029239766,0.0423,22154.48,-0.3562497340155747,-0.29372655335143755,-0.2494661342137111,-0.3049372720178598,-0.2918953043214721
ARM2012,ARM,Armenia,Europe,2012,3681.8574560431,874000000.0,2884229.0,965000.0,853000000.0,963000.0,34.1079,295.74628089517165,0.08032529353078509,907.5804776739357,0.03542,25623.39,-0.35332519058141537,-0.29228978534518985,-0.24945975978013465,-0.30312705307924553,-0.2896379395480613
ARM2002,ARM,Armenia,Europe,2002,783.2406986470419,85000000.0,3033978.0,131000.0,81000000.0,162000.0,14.9207,26.697622725016462,0.034086102485651644,524.6913580246913,0.0921,5696.975,-0.37161517879845074,-0.29715506413029474,-0.2493216172253385,-0.30832413325784785,-0.29432112915260017
ARM2016,ARM,Armenia,Europe,2016,3591.8292755302296,1119000000.0,2936146.0,1263000.0,988000000.0,1260000.0,40.5583,336.49552849211176,0.09368360873511672,888.0952380952381,0.03219,27589.166,-0.35389325959453344,-0.29077902070342726,-0.24941186665886272,-0.30120004582201093,-0.28796456964140354
ARM2008,ARM,Armenia,Europe,2008,4010.8572425522602,494000000.0,2907618.0,516000.0,564000000.0,558000.0,18.3655,193.97321106142553,0.04836203318420604,885.3046594982079,0.03291,26900.78,-0.35124923410896836,-0.2946330121364951,-0.24943818356784525,-0.3057547902482018,-0.29215922507856246
ARM2004,ARM,Armenia,Europe,2004,1191.91901957402,199000000.0,3000720.0,221000.0,189000000.0,263000.0,23.7116,62.9848836279293,0.05284325746428601,756.6539923954373,0.09016,8392.347,-0.36903645856741646,-0.29645209609290313,-0.24935229753096597,-0.3076688210255896,-0.29381574897944845
ARM2003,ARM,Armenia,Europe,2003,930.127321851799,97000000.0,3017932.0,169000.0,90000000.0,206000.0,17.607,29.821745486644495,0.032062003540840094,470.873786407767,0.08547,5509.229,-0.3706883385734365,-0.2970810674947798,-0.24933641956414715,-0.30803865070122055,-0.294107746412825
ARM2009,ARM,Armenia,Europe,2009,2994.3425444850895,496000000.0,2888092.0,526000.0,570000000.0,575000.0,25.433000000000003,197.36213389324163,0.06591167542161755,862.6086956521739,0.04423,19502.797,-0.35766334242551373,-0.2946206793639093,-0.2494561961857923,-0.30564449016950485,-0.29210307172599004
ARM2000,ARM,Armenia,Europe,2000,622.742139063498,56000000.0,3069591.0,111000.0,52000000.0,45000.0,12.4214,16.94036762552405,0.027202860643089903,1244.4444444444443,0.27603,4508.367,-0.3726279090105921,-0.2973338893327891,-0.24928876444632858,-0.3090832573288797,-0.29443343585774495
AUT2004,AUT,Austria,Europe,2004,36821.521468009305,10812000000.0,8171966.0,8371000.0,17251000000.0,19374000.0,231.49,2110.9975249529916,0.057330534991256,558.0675131619696,0.01195,46700.21,-0.14421715215281003,-0.23100823836626436,-0.24458185409615513,-0.18367206785047177,-0.24805076663293574
AUT2003,AUT,Austria,Europe,2003,32222.897241165498,9761000000.0,8121423.0,8384000.0,15128000000.0,19078000.0,229.177,1862.7277510357483,0.05780758127037908,511.63643987839396,0.01201,42600.869,-0.17323402121938683,-0.23748911036011128,-0.24462847971066384,-0.18559258686778302,-0.2479777672745916
AUT2009,AUT,Austria,Europe,2009,47963.1794023217,10817000000.0,8343323.0,10121000.0,19154000000.0,21355000.0,251.86,2295.727973134925,0.04786438267317613,506.53242800280964,0.01179,42962.886,-0.07391438038525938,-0.2309774064347998,-0.24442377829089296,-0.1708188645623179,-0.23822392993276428
AUT2007,AUT,Austria,Europe,2007,46855.7717452095,10561000000.0,8295487.0,9876000.0,18559000000.0,20773000.0,230.433,2237.2405622478823,0.04774738477072712,508.4003273479998,0.01109,45843.131,-0.08090201438287427,-0.2325560013257844,-0.24446790671412935,-0.17459502019770687,-0.23959968707078827
AUT2017,AUT,Austria,Europe,2017,47431.630607607,12878000000.0,8797566.0,11491000.0,22408000000.0,29460000.0,0.0,2547.068132253853,0.0536997800755633,437.13509843856076,0.0,inf,-0.07726840128757587,-0.21826848428511522,-0.24400474184645407,-0.11823167998357632,-0.23053092063034433
AUT2000,AUT,Austria,Europe,2000,24564.4582948404,7001000000.0,8011566.0,7528000.0,11382000000.0,17982000.0,224.479,1420.6960287164832,0.05783543083524423,389.3337782226671,0.01248,31196.617,-0.22155802187651544,-0.25450833652853894,-0.2447298221346015,-0.19270369782377322,-0.2527844942547897
AUT2016,AUT,Austria,Europe,2016,45237.805092154296,11632000000.0,8736668.0,11534000.0,20971000000.0,28121000.0,287.178,2400.343014064401,0.05306055431236425,413.6410511717222,0.01021,40513.325,-0.0911112257056295,-0.2259518016060793,-0.2440609198863874,-0.1269194332409403,-0.23028946121428298
AUT2006,AUT,Austria,Europe,2006,40635.281815972405,9628000000.0,8268641.0,10042000.0,16512000000.0,20269000.0,231.785,1996.9424237912856,0.049143068155278614,475.0111006956436,0.01144,41521.949,-0.12015269739215226,-0.2383092397370681,-0.24449267198819502,-0.17786509311907464,-0.2386675414180863
AUT2010,AUT,Austria,Europe,2010,46858.0432733717,10122000000.0,8363404.0,9882000.0,18758000000.0,22004000.0,253.361,2242.8666605128724,0.047865136993192364,460.00727140519905,0.01151,39965.879,-0.08088768126235556,-0.23526304490837127,-0.24440525368877297,-0.16660799685206457,-0.23956599505924484
AUT2008,AUT,Austria,Europe,2008,51708.7657541758,11432000000.0,8321496.0,9677000.0,21630000000.0,21935000.0,243.467,2599.292242644832,0.05026792275417874,521.1762024162298,0.0111,46952.811,-0.0502800968717526,-0.22718507886466102,-0.2444439135675461,-0.16705568540677565,-0.2407171387869792
AUT2011,AUT,Austria,Europe,2011,51374.9584066934,10548000000.0,8391643.0,9874000.0,19775000000.0,23012000.0,253.488,2356.5111146887443,0.045868866618522186,458.36954632365723,0.01102,41594.333,-0.05238638858369926,-0.2326361643475922,-0.244379203380558,-0.16006785100932905,-0.23961091774130275
AUT2012,AUT,Austria,Europe,2012,48567.69528642,9991000000.0,8429991.0,10960000.0,18937000000.0,24151000.0,268.914,2246.384367432895,0.0462526449769793,413.68887416670117,0.01113,37168.812,-0.07009994428605557,-0.2360708415127423,-0.24434382758044362,-0.1526777457366348,-0.23351266365193923
AUT2013,AUT,Austria,Europe,2013,50716.708706286394,10254000000.0,8479823.0,10671000.0,20220000000.0,24813000.0,268.361,2384.4837327382893,0.04701574281066724,413.251118365373,0.01082,38193.264,-0.05653987980795018,-0.23444908191770733,-0.24429785785917268,-0.14838253090737794,-0.23513549554128182
AUT2001,AUT,Austria,Europe,2001,24537.5142629883,7408000000.0,8042293.0,8350000.0,11511000000.0,18180000.0,224.71,1431.3082102330766,0.05833142652073856,407.4807480748075,0.01236,32967.698,-0.22172803608202804,-0.25199861730732515,-0.24470147666130138,-0.19141902631895016,-0.24816868867333777
AUT2015,AUT,Austria,Europe,2015,44178.047377743205,11335000000.0,8642699.0,10628000.0,20416000000.0,26728000.0,278.65,2362.225041043313,0.053470562445758894,424.08709967075725,0.01043,40660.316,-0.09779819322557985,-0.22778321833507317,-0.24414760572556923,-0.1359575514541651,-0.23537695495734318
AUT2002,AUT,Austria,Europe,2002,26401.7454564357,7743000000.0,8081957.0,8266000.0,12334000000.0,18611000.0,226.515,1526.115518803181,0.05780358428655233,416.04427489119337,0.01217,34186.054,-0.20996491959724886,-0.2499328778992008,-0.2446648868590761,-0.18862259491198688,-0.24864037683494603
AUT2005,AUT,Austria,Europe,2005,38403.1338770715,11077000000.0,8227829.0,8206000.0,18471000000.0,19952000.0,237.368,2244.942134796433,0.058457263982218136,555.182437850842,0.0119,46653.986,-0.13423733255373635,-0.22937414599864359,-0.24453032081353837,-0.1799218651747762,-0.24897729695038046
AUT2014,AUT,Austria,Europe,2014,51717.495940551504,11091000000.0,8546356.0,10994000.0,20907000000.0,25291000.0,276.523,2446.30577055297,0.047301318945622624,438.53544739235303,0.01093,40122.182,-0.05022501024964683,-0.22928781659054287,-0.2442364815655196,-0.14528115222401725,-0.23332174225319302
AZE2009,AZE,Azerbaijan,Europe,2009,4950.29479142375,488000000.0,8947243.0,2363000.0,545000000.0,1005000.0,63.1344,60.91261855747072,0.012304846705897226,485.5721393034826,0.06282,7729.579,-0.3453214750647076,-0.29467001045425256,-0.24386666571122628,-0.3028545470024649,-0.28178770085843863
AZE2001,AZE,Azerbaijan,Europe,2001,703.683843432722,119000000.0,8111200.0,1130000.0,57000000.0,576000.0,45.0385,7.027320248545221,0.009986473775302887,206.59722222222223,0.07819,2642.246,-0.3721171747731658,-0.2969454069963358,-0.2446379103668798,-0.3056380019295815,-0.28871140923061656
AZE2008,AZE,Azerbaijan,Europe,2008,5574.6038021861295,456000000.0,8763400.0,2162000.0,382000000.0,1043000.0,47.0282,43.590387292603324,0.00781945925475618,437.20038350910835,0.04509,9696.172,-0.34138214627227675,-0.29486733481562566,-0.24403625977663834,-0.3026079938853776,-0.282916383245144
AZE2011,AZE,Azerbaijan,Europe,2011,7189.69122920765,1778000000.0,9173082.0,3550000.0,1500000000.0,1562000.0,67.46300000000001,163.52192207591733,0.022743942244921482,1138.2842509603072,0.04319,26355.273,-0.33119110258416856,-0.28671537213640047,-0.2436583305875686,-0.2992405973651596,-0.2751222979080938
AZE2015,AZE,Azerbaijan,Europe,2015,5500.32049702735,2743000000.0,9649341.0,4096000.0,2535000000.0,1922000.0,115.546,262.7122411779209,0.047763078773301264,1427.159209157128,0.06012,23738.51,-0.34185086666196257,-0.2807648093637437,-0.24321898451510954,-0.29690483099275405,-0.27205632485764025
AZE2000,AZE,Azerbaijan,Europe,2000,655.097432602586,138000000.0,8048600.0,1326000.0,68000000.0,576000.0,50.5899,8.448674303605596,0.012896820966066851,239.58333333333334,0.08783,2727.808,-0.37242375027312585,-0.2968282456567706,-0.2446956584916101,-0.3056380019295815,-0.28761080352019736
AZE2012,AZE,Azerbaijan,Europe,2012,7496.294647682629,2617000000.0,9295784.0,3874000.0,2634000000.0,1986000.0,86.0158,283.3542603829865,0.03779924265257922,1317.7240684793555,0.04331,30425.4,-0.32925646500336336,-0.2815417740366502,-0.24354513872813313,-0.29648958363765976,-0.27330292928474775
AZE2010,AZE,Azerbaijan,Europe,2010,5842.805783585761,856000000.0,9054332.0,3176000.0,792000000.0,1280000.0,53.365,87.47194160761943,0.01497087954786295,668.75,0.04169,16041.017,-0.33968981800326076,-0.2924007802984622,-0.2437678767506952,-0.301070281023544,-0.27722243329430185
AZE2016,AZE,Azerbaijan,Europe,2016,3880.7387308955604,2593000000.0,9757812.0,4282000.0,2855000000.0,2044000.0,155.05200000000005,292.5860838474855,0.07539442980743134,1268.5909980430529,0.07586,16722.792,-0.35207026919025214,-0.28168976730768,-0.2431189206678632,-0.29611326572210556,-0.27101187249979347
AZE2007,AZE,Azerbaijan,Europe,2007,3851.4378687117205,381000000.0,8581300.0,1631000.0,317000000.0,732000.0,53.3477,36.94078985701467,0.009591428218825483,520.4918032786885,0.07288,7141.765,-0.35225515476462965,-0.29532981378759376,-0.24420424593499923,-0.30462583650153907,-0.2858981262667389
AZE2014,AZE,Azerbaijan,Europe,2014,7891.31314749986,3163000000.0,9535079.0,4244000.0,2713000000.0,2160000.0,92.6893,284.5283190626947,0.036055890033059895,1464.351851851852,0.04291,34126.121,-0.3267639369074248,-0.2781749271207221,-0.24332439052514046,-0.2953606298909971,-0.27122525523956864
AZE2004,AZE,Azerbaijan,Europe,2004,1045.00937916805,140000000.0,8306500.0,1473000.0,79000000.0,989000.0,66.5863,9.510624209956058,0.009100994115026633,141.5571284125379,0.06733,2102.438,-0.36996344402871906,-0.29681591288418474,-0.24445774728764924,-0.30295835884123845,-0.28678534923738297
AZE2003,AZE,Azerbaijan,Europe,2003,883.64399654717,120000000.0,8234100.0,1475000.0,70000000.0,768000.0,43.0237,8.501232678738416,0.009620653466731962,156.25,0.05602,2789.182,-0.3709816438094395,-0.2969392406100429,-0.24452453585363126,-0.3043922598642985,-0.28677411856686846
AZE2005,AZE,Azerbaijan,Europe,2005,1578.40239029603,188000000.0,8391850.0,1830000.0,100000000.0,693000.0,59.1292,11.91632357585038,0.007549610700738655,271.2842712842713,0.08532,3179.609,-0.3665977863012229,-0.29651992634212515,-0.24437901242429888,-0.30487887785854967,-0.284780674550548
AZE2006,AZE,Azerbaijan,Europe,2006,2473.08181863536,256000000.0,8484550.0,1836000.0,201000000.0,682000.0,56.1213,23.690119098832582,0.009579189382381505,375.366568914956,0.08229,4561.509,-0.3609524466195982,-0.29610061207420735,-0.24429349723000973,-0.3049502484977065,-0.28474698253900455
AZE2002,AZE,Azerbaijan,Europe,2002,763.080637985358,110000000.0,8171950.0,1141000.0,63000000.0,576000.0,43.4608,7.709298270302682,0.010102861855670105,190.97222222222223,0.07545,2531.11,-0.3717423868093118,-0.297000904472972,-0.24458186885605923,-0.3056380019295815,-0.2886496405427869
AZE2013,AZE,Azerbaijan,Europe,2013,7875.75695254288,3032000000.0,9416801.0,4285000.0,2618000000.0,2130000.0,90.0865,278.01373311382497,0.035299938125193345,1423.4741784037558,0.04229,33659.829,-0.32686209497600666,-0.27898272372509314,-0.2434335012710966,-0.29555527708869755,-0.27099502649402174
AZE2017,AZE,Azerbaijan,Europe,2017,4147.08971569171,2803000000.0,9854033.0,4109000.0,3214000000.0,2454000.0,0.0,326.16087240625234,0.07864813514212837,1142.2167889160555,0.0,inf,-0.3503896205287527,-0.2803948261861692,-0.24303015737218145,-0.29345308735353254,-0.27198332549929616
BLR2014,BLR,Belarus,Europe,2014,8318.51268992675,1308000000.0,9474511.0,741000.0,1230000000.0,5374900.0,65.8806,129.82200347859643,0.015606396037094895,243.35336471376212,0.01226,19849.377,-0.32406834958034053,-0.28961357369406754,-0.24338026414205208,-0.2745015873614232,-0.2908957746456832
BLR2010,BLR,Belarus,Europe,2010,6181.399915687529,748000000.0,9490583.0,415000.0,665000000.0,119300.0,90.0399,70.06945727148691,0.011335532116868935,6269.907795473596,0.75474,8307.374,-0.33755332214857525,-0.29306675001809634,-0.24336543781839926,-0.30860118110257484,-0.29272637393954376
